GEN_BUS,PG,QG,QMAX,QMIN,VG,MBASE,GEN_STATUS,PMAX,PMIN,PC1,PC2,QC1MIN,QC1MAX,QC2MIN,QC2MAX,RAMP_AGC,RAMP_10,RAMP_30,RAMP_Q,APF,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN
4717,198.64,49.88,101.12,-22.05,1.0585,238.4,1,198.67,65.89,0,0,0,0,0,0,0,0,0,0,198.6667,0,0,0,0
5380,19,8.85,8.85,-2.32,1.0475,22.8,1,19,4.67,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
5380,0,0,1.16,-0.3,1.0475,3,0,2.5,0.91,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5385,7.62,2.93,2.93,-0.37,1.04,9.15,1,7.63,2.25,0,0,0,0,0,0,0,0,0,0,7.625,0,0,0,0
5386,7.62,2.93,2.93,-0.37,1.04,9.15,1,7.63,2.39,0,0,0,0,0,0,0,0,0,0,7.625,0,0,0,0
5387,0,0,2.93,-0.37,1.04,9.15,0,7.63,2.83,0,0,0,0,0,0,0,0,0,0,7.625,0,0,0,0
5388,0,0,2.93,-0.37,1.04,9.15,0,7.63,3.2,0,0,0,0,0,0,0,0,0,0,7.625,0,0,0,0
5392,21.8,10.16,10.16,-2.66,1.0425,26.16,1,21.8,9.58,0,0,0,0,0,0,0,0,0,0,21.8,0,0,0,0
5395,18.6,8.67,8.67,-2.27,1.0455,22.32,1,18.6,7.9,0,0,0,0,0,0,0,0,0,0,18.6,0,0,0,0
5397,60.49,28.19,28.19,-7.38,1.041,72.6,1,60.5,19.69,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
5397,60.49,28.19,28.19,-7.38,1.041,72.6,1,60.5,20.55,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
5397,60.49,28.19,28.19,-7.38,1.041,72.6,1,60.5,9.3,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
5397,60.49,28.19,28.19,-7.38,1.041,72.6,1,60.5,22.27,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
5402,4,0,0,0,1.04,4.8,1,4,1.29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
5408,288.96,96.58,147.1,-32.08,1.0076,346.8,1,289,55.46,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0
5409,288.96,96.58,147.1,-32.08,1.0101,346.8,1,289,130.87,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0
5412,10.33,3.97,3.97,-0.51,1.0425,12.4,1,10.33,5.02,0,0,0,0,0,0,0,0,0,0,10.3333,0,0,0,0
5412,10.33,3.97,3.97,-0.51,1.0425,12.4,1,10.33,4.27,0,0,0,0,0,0,0,0,0,0,10.3333,0,0,0,0
5412,0,0,3.97,-0.51,1.0425,12.4,0,10.33,3.32,0,0,0,0,0,0,0,0,0,0,10.3333,0,0,0,0
5414,4.5,2.29,2.29,-0.5,1.04,5.4,1,4.5,1.03,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
5418,0,0,186.4,-48.8,1.0391,480,0,400,80.52,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0
5421,4.6,-0.51,2.34,-0.51,1.036,5.52,1,4.6,2.04,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0
5428,160.35,31.34,74.73,-19.57,1.049,192.45,1,160.37,63.71,0,0,0,0,0,0,0,0,0,0,160.375,0,0,0,0
5429,160.35,45.12,74.73,-19.57,1.0494,192.45,1,160.37,64.41,0,0,0,0,0,0,0,0,0,0,160.375,0,0,0,0
5430,160.35,64.71,74.73,-19.57,1.049,192.45,1,160.37,46.07,0,0,0,0,0,0,0,0,0,0,160.375,0,0,0,0
5431,160.35,36.97,74.73,-19.57,1.049,192.45,1,160.37,59.23,0,0,0,0,0,0,0,0,0,0,160.375,0,0,0,0
5434,0,0,0.61,-0.13,1.04,1.44,0,1.2,0.53,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
5434,0,0,0.74,-0.16,1.04,1.74,0,1.45,0.19,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0
5434,0,0,0.74,-0.16,1.04,1.74,0,1.45,0.31,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0
5434,0,0,0.74,-0.16,1.04,1.74,0,1.45,0.38,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0
5434,0,0,0.74,-0.16,1.04,1.74,0,1.45,0.68,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0
5436,0,0,1.16,-0.3,1.04,3,0,2.5,0.74,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5436,0,0,1.16,-0.3,1.04,3,0,2.5,0.41,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5439,2.5,-0.3,1.16,-0.3,1.04,3,1,2.5,0.32,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5440,2.5,-0.3,1.16,-0.3,1.04,3,1,2.5,0.27,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5445,279.96,57.42,142.52,-31.08,1.0489,336,1,280,66.95,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0
5446,0,0,142.52,-31.08,1.042,336,0,280,90.65,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0
5447,279.96,57.42,142.52,-31.08,1.0476,336,1,280,59.12,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0
5450,18.5,-2.26,8.62,-2.26,1.038,22.2,1,18.5,7.16,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0
5452,10,5.09,5.09,-1.11,1.045,12,1,10,4.81,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
5455,21.8,10.16,10.16,-2.66,1.0575,26.16,1,21.8,8.65,0,0,0,0,0,0,0,0,0,0,21.8,0,0,0,0
5459,25.8,13.13,13.13,-2.86,1.055,30.96,1,25.8,9.13,0,0,0,0,0,0,0,0,0,0,25.8,0,0,0,0
5462,0,0,0.71,-0.16,1.04,1.68,0,1.4,0.62,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0
5462,0,0,2.65,-0.58,1.04,6.24,0,5.2,0.91,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0
5462,5.2,2.65,2.65,-0.58,1.04,6.24,1,5.2,1.09,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0
5463,0,0,0.66,-0.14,1.04,1.56,0,1.3,0.6,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
5464,0,0,0.66,-0.14,1.04,1.56,0,1.3,0.31,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
5473,123.81,33.81,57.7,-15.11,1.052,148.59,1,123.83,58.9,0,0,0,0,0,0,0,0,0,0,123.825,0,0,0,0
5474,123.81,26.09,57.7,-15.11,1.052,148.59,1,123.83,26.06,0,0,0,0,0,0,0,0,0,0,123.825,0,0,0,0
5475,123.81,35.83,57.7,-15.11,1.052,148.59,1,123.83,50.47,0,0,0,0,0,0,0,0,0,0,123.825,0,0,0,0
5476,123.81,29.42,57.7,-15.11,1.052,148.59,1,123.83,14.35,0,0,0,0,0,0,0,0,0,0,123.825,0,0,0,0
5479,2.5,1.16,1.16,-0.3,1.0405,3,1,2.5,0.86,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5479,2.5,1.16,1.16,-0.3,1.0405,3,1,2.5,1.08,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5481,0,0,2.44,-0.53,1.04,5.76,0,4.8,1.69,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0
5484,1.2,0.02,0.46,-0.06,1.026,1.44,1,1.2,0.46,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
5484,1.2,0.02,0.46,-0.06,1.026,1.44,1,1.2,0.56,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
5485,1.2,0.05,0.46,-0.06,1.026,1.44,1,1.2,0.38,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
5486,0,0,0.46,-0.06,1.026,1.44,0,1.2,0.28,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
5486,1.2,0.05,0.46,-0.06,1.026,1.44,1,1.2,0.55,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
5487,1.2,0.02,0.46,-0.06,1.026,1.44,1,1.2,0.5,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
5491,6.6,2.62,3.36,-0.73,1.04,7.92,1,6.6,3.12,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0
5492,0,0,3.36,-0.73,1.04,7.92,0,6.6,1.82,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0
5495,0,0,1.43,-0.31,1.038,3.36,0,2.8,1.14,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0
5495,14.6,-1.62,7.43,-1.62,1.038,17.52,1,14.6,3.99,0,0,0,0,0,0,0,0,0,0,14.6,0,0,0,0
5498,7.5,-0.83,3.82,-0.83,1.043,9,1,7.5,1.65,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0
5498,7.5,-0.83,3.82,-0.83,1.043,9,1,7.5,2.99,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0
5498,7.5,-0.83,3.82,-0.83,1.043,9,1,7.5,1.49,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0
5498,7.5,-0.83,3.82,-0.83,1.043,9,1,7.5,1.36,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0
5505,23.2,10.81,10.81,-2.83,1.05,27.84,1,23.2,10.68,0,0,0,0,0,0,0,0,0,0,23.2,0,0,0,0
5505,23.2,10.81,10.81,-2.83,1.05,27.84,1,23.2,9.28,0,0,0,0,0,0,0,0,0,0,23.2,0,0,0,0
5506,23.2,10.81,10.81,-2.83,1.05,27.84,1,23.2,3.66,0,0,0,0,0,0,0,0,0,0,23.2,0,0,0,0
5506,23.2,10.81,10.81,-2.83,1.05,27.84,1,23.2,11.06,0,0,0,0,0,0,0,0,0,0,23.2,0,0,0,0
5507,23.2,10.81,10.81,-2.83,1.05,27.84,1,23.2,6.47,0,0,0,0,0,0,0,0,0,0,23.2,0,0,0,0
5510,10.1,5.14,5.14,-1.12,1.041,12.12,1,10.1,4.57,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0
5510,10.1,5.14,5.14,-1.12,1.041,12.12,1,10.1,1.66,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0
5512,3,-0.15,1.15,-0.15,1.038,3.6,1,3,1.19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
5512,3,-0.15,1.15,-0.15,1.038,3.6,1,3,1.29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
5512,0,0,1.15,-0.15,1.038,3.6,0,3,0.98,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
5515,37.19,12.13,14.28,-1.82,1.038,44.64,1,37.2,8.58,0,0,0,0,0,0,0,0,0,0,37.2,0,0,0,0
5518,60.49,28.19,28.19,-7.38,1.0455,72.6,1,60.5,6.53,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
5518,60.49,28.19,28.19,-7.38,1.0455,72.6,1,60.5,13.93,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
5518,60.49,28.19,28.19,-7.38,1.0455,72.6,1,60.5,9.17,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
5518,60.49,28.19,28.19,-7.38,1.0455,72.6,1,60.5,13.79,0,0,0,0,0,0,0,0,0,0,60.5,0,0,0,0
5523,4,2.04,2.04,-0.44,1.04,4.8,1,4,1.47,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
5523,0,0,1.53,-0.33,1.04,3.6,0,3,1.47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
5527,2.5,-0.3,1.16,-0.3,1.038,3,1,2.5,0.36,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5527,2.5,-0.3,1.16,-0.3,1.038,3,1,2.5,0.99,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5531,83.99,18.77,42.76,-9.32,1.045,100.8,1,84,11.96,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0
5534,16.1,5.61,8.19,-1.79,1,19.32,1,16.1,4.8,0,0,0,0,0,0,0,0,0,0,16.1,0,0,0,0
5542,0,0,0.2,-0.04,1.04,0.48,0,0.4,0.07,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0
5543,0,0,1.22,-0.27,1.04,2.88,0,2.4,0.96,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0
5545,230.97,63.09,117.58,-25.64,1.0485,277.2,1,231,97.49,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0
5546,0,0,117.58,-25.64,1.04,277.2,0,231,112.37,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0
5547,230.97,62.42,117.58,-25.64,1.0503,277.2,1,231,108.16,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0
5553,196.57,64.88,91.62,-23.99,1.0505,235.92,1,196.6,91.58,0,0,0,0,0,0,0,0,0,0,196.6,0,0,0,0
5554,196.57,72.68,91.62,-23.99,1.052,235.92,1,196.6,50.47,0,0,0,0,0,0,0,0,0,0,196.6,0,0,0,0
5555,196.57,46.93,91.62,-23.99,1.052,235.92,1,196.6,38.4,0,0,0,0,0,0,0,0,0,0,196.6,0,0,0,0
5556,196.57,64.88,91.62,-23.99,1.0542,235.92,1,196.6,41.73,0,0,0,0,0,0,0,0,0,0,196.6,0,0,0,0
5557,0.5,0.09,0.23,-0.06,1.0065,0.6,1,0.5,0.18,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
5558,0.5,0.07,0.23,-0.06,1.004,0.6,1,0.5,0.07,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
5562,14.9,5.06,7.58,-1.65,1.0045,17.88,1,14.9,5.85,0,0,0,0,0,0,0,0,0,0,14.9,0,0,0,0
5566,0,0,0.83,-0.11,1.036,2.58,0,2.15,0.4,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0
5566,2.15,-0.11,0.83,-0.11,1.036,2.58,1,2.15,0.4,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0
5567,0,0,0.83,-0.11,1.04,2.58,0,2.15,0.55,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0
5568,2.15,-0.11,0.83,-0.11,1.0365,2.58,1,2.15,0.51,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0
5568,1.15,-0.06,0.44,-0.06,1.0365,1.38,1,1.15,0.28,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
5569,0,0,0.44,-0.06,1.04,1.38,0,1.15,0.38,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
5576,173.31,-10.17,88.23,-19.24,1.0515,208,1,173.33,68.94,0,0,0,0,0,0,0,0,0,0,173.3333,0,0,0,0
5577,173.31,3.67,88.23,-19.24,1.0608,208,1,173.33,17.71,0,0,0,0,0,0,0,0,0,0,173.3333,0,0,0,0
5578,173.31,-9.88,88.23,-19.24,1.0535,208,1,173.33,35.71,0,0,0,0,0,0,0,0,0,0,173.3333,0,0,0,0
5581,0,0,48.86,-10.66,1.04,115.2,0,96,25.34,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0
5582,0,0,0.56,-0.12,1.04,1.32,0,1.1,0.41,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
5586,1,0,0,0,1.04,1.2,1,1,0.46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5587,0,0,0,0,1.04,6,0,5,1.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
5591,44.51,11.01,20.75,-5.43,1.042,53.42,1,44.52,11.62,0,0,0,0,0,0,0,0,0,0,44.52,0,0,0,0
5591,44.51,11.01,20.75,-5.43,1.042,53.42,1,44.52,7.43,0,0,0,0,0,0,0,0,0,0,44.52,0,0,0,0
5591,44.51,11.01,20.75,-5.43,1.042,53.42,1,44.52,19.79,0,0,0,0,0,0,0,0,0,0,44.52,0,0,0,0
5591,44.51,11.01,20.75,-5.43,1.042,53.42,1,44.52,8.32,0,0,0,0,0,0,0,0,0,0,44.52,0,0,0,0
5591,44.51,11.01,20.75,-5.43,1.042,53.42,1,44.52,10.94,0,0,0,0,0,0,0,0,0,0,44.52,0,0,0,0
5596,23.66,-2.63,12.05,-2.63,1.04,28.4,1,23.67,6.21,0,0,0,0,0,0,0,0,0,0,23.6667,0,0,0,0
5597,23.66,-2.63,12.05,-2.63,1.0385,28.4,1,23.67,7.15,0,0,0,0,0,0,0,0,0,0,23.6667,0,0,0,0
5597,23.66,-2.63,12.05,-2.63,1.0385,28.4,1,23.67,3.23,0,0,0,0,0,0,0,0,0,0,23.6667,0,0,0,0
5603,4.3,2.19,2.19,-0.48,1.04,5.16,1,4.3,2.04,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0
5606,2,0.93,0.93,-0.24,1.04,2.4,1,2,0.95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
5606,2,0.93,0.93,-0.24,1.04,2.4,1,2,0.82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
5607,2,0.93,0.93,-0.24,1.04,2.4,1,2,0.73,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
5611,2.5,-0.3,1.16,-0.3,1.04,3,1,2.5,1.09,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5612,2.5,-0.3,1.16,-0.3,1.04,3,1,2.5,0.93,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5616,1.6,0.61,0.61,-0.08,1.04,1.92,1,1.6,0.7,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0
5616,0,0,0.61,-0.08,1.04,1.92,0,1.6,0.39,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0
5617,1.5,0.58,0.58,-0.07,1.04,1.8,1,1.5,0.35,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0
5618,1.5,0.58,0.58,-0.07,1.04,1.8,1,1.5,0.17,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0
5621,0,0,0.12,-0.02,1.038,0.38,0,0.32,0.06,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0
5621,0,0,0.38,-0.05,1.038,1.2,0,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5621,0,0,0.38,-0.05,1.038,1.2,0,1,0.37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5621,1.4,-0.07,0.54,-0.07,1.038,1.68,1,1.4,0.43,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0
5621,0,0,0.77,-0.1,1.038,2.4,0,2,0.47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
5621,0.32,-0.02,0.12,-0.02,1.038,0.38,1,0.32,0.06,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0
5621,0.32,-0.02,0.12,-0.02,1.038,0.38,1,0.32,0.1,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0
5621,0.32,-0.02,0.12,-0.02,1.038,0.38,1,0.32,0.04,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0
5621,0,0,0.12,-0.02,1.038,0.38,0,0.32,0.05,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0
5621,0.62,-0.03,0.24,-0.03,1.038,0.75,1,0.63,0.29,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0
5621,0.62,-0.03,0.24,-0.03,1.038,0.75,1,0.63,0.06,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0
5621,0.62,-0.03,0.24,-0.03,1.038,0.75,1,0.63,0.21,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0
5621,0.62,-0.03,0.24,-0.03,1.038,0.75,1,0.63,0.18,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0
5628,49.99,19.82,25.45,-5.55,1.026,60,1,50,5.8,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
5629,49.99,20.83,25.45,-5.55,1.026,60,1,50,5.66,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
5630,49.99,23.09,25.45,-5.55,1.026,60,1,50,22.82,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
5631,49.99,23.32,25.45,-5.55,1.026,60,1,50,24.63,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
5632,49.99,25.45,25.45,-5.55,1.026,60,1,50,22.69,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
5635,6.9,3.51,3.51,-0.77,1.0425,8.28,1,6.9,2.93,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0
5635,6.9,3.51,3.51,-0.77,1.0425,8.28,1,6.9,1.46,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0
5635,0,0,3.51,-0.77,1.0425,8.28,0,6.9,3.35,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0
5638,1.8,0.84,0.84,-0.22,1.04,2.16,1,1.8,0.37,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
5638,1.8,0.84,0.84,-0.22,1.04,2.16,1,1.8,0.37,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
5639,1.8,0.84,0.84,-0.22,1.04,2.16,1,1.8,0.58,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
5639,1.45,0.68,0.68,-0.18,1.04,1.74,1,1.45,0.4,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0
5640,1.45,0.68,0.68,-0.18,1.04,1.74,1,1.45,0.51,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0
5644,2,-0.24,0.93,-0.24,1.04,2.4,1,2,0.26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
5645,2.5,-0.3,1.16,-0.3,1.04,3,1,2.5,0.4,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5647,2.5,0.31,1.16,-0.3,1,3,1,2.5,0.55,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5647,2.5,0.31,1.16,-0.3,1,3,1,2.5,0.4,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5648,2.5,-0.3,1.16,-0.3,1.002,3,1,2.5,1.01,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5652,2.5,1.16,1.16,-0.3,1.0045,3,1,2.5,0.79,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5652,2.5,1.16,1.16,-0.3,1.0045,3,1,2.5,0.95,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5653,2.5,0.03,1.16,-0.3,1.0045,3,1,2.5,0.33,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5653,2.5,0.03,1.16,-0.3,1.0045,3,1,2.5,1.04,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
5656,21.8,10.16,10.16,-2.66,1.0425,26.16,1,21.8,2.92,0,0,0,0,0,0,0,0,0,0,21.8,0,0,0,0
5660,39.09,19.9,19.9,-4.34,1.0135,46.92,1,39.1,18.98,0,0,0,0,0,0,0,0,0,0,39.1,0,0,0,0
5661,0,0,19.9,-4.34,1.04,46.92,0,39.1,12.88,0,0,0,0,0,0,0,0,0,0,39.1,0,0,0,0
5661,0,0,0.71,-0.16,1.04,1.68,0,1.4,0.45,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0
5664,4,1.54,1.54,-0.2,1.04,4.8,1,4,1.77,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
5664,4,1.54,1.54,-0.2,1.04,4.8,1,4,1.66,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
5669,1081.3,134.92,397.97,-88.68,1.0572,1297.74,1,1081.45,449.67,0,0,0,0,0,0,0,0,0,0,1081.45,0,0,0,0
5670,1081.3,134.92,397.97,-88.68,1.0554,1297.74,1,1081.45,491.12,0,0,0,0,0,0,0,0,0,0,1081.45,0,0,0,0
6921,31.5,0,0,0,1.04,37.8,1,31.5,11.33,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0,0
6923,46.99,23.92,23.92,-5.22,1.0425,56.4,1,47,6.08,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0
6926,18.5,8.62,8.62,-2.26,1.0525,22.2,1,18.5,7.39,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0
6926,18.5,8.62,8.62,-2.26,1.0525,22.2,1,18.5,1.96,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0
6929,94.49,19.71,44.04,-11.53,1.041,113.4,1,94.5,41.12,0,0,0,0,0,0,0,0,0,0,94.5,0,0,0,0
6929,94.49,19.71,44.04,-11.53,1.041,113.4,1,94.5,20.02,0,0,0,0,0,0,0,0,0,0,94.5,0,0,0,0
6929,94.49,19.71,44.04,-11.53,1.041,113.4,1,94.5,27.47,0,0,0,0,0,0,0,0,0,0,94.5,0,0,0,0
6929,94.49,19.71,44.04,-11.53,1.041,113.4,1,94.5,13.4,0,0,0,0,0,0,0,0,0,0,94.5,0,0,0,0
6929,94.49,19.71,44.04,-11.53,1.041,113.4,1,94.5,17.97,0,0,0,0,0,0,0,0,0,0,94.5,0,0,0,0
6929,94.49,19.71,44.04,-11.53,1.041,113.4,1,94.5,14.61,0,0,0,0,0,0,0,0,0,0,94.5,0,0,0,0
6934,608.92,-9.25,309.98,-67.6,1.0376,730.8,1,609,126.33,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0
6935,608.92,-9.25,309.98,-67.6,1.0367,730.8,1,609,123.46,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0
6936,608.92,-9.25,309.98,-67.6,1.037,730.8,1,609,250.73,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0
6939,0.7,0.33,0.33,-0.09,1.04,0.84,1,0.7,0.25,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0
6939,37.72,17.58,17.58,-4.6,1.04,45.27,1,37.72,4.55,0,0,0,0,0,0,0,0,0,0,37.725,0,0,0,0
6939,37.72,17.58,17.58,-4.6,1.04,45.27,1,37.72,16.58,0,0,0,0,0,0,0,0,0,0,37.725,0,0,0,0
6939,37.72,17.58,17.58,-4.6,1.04,45.27,1,37.72,16.08,0,0,0,0,0,0,0,0,0,0,37.725,0,0,0,0
6939,37.72,17.58,17.58,-4.6,1.04,45.27,1,37.72,13.97,0,0,0,0,0,0,0,0,0,0,37.725,0,0,0,0
6942,12.9,4.54,6.57,-1.43,1.04,15.48,1,12.9,3.12,0,0,0,0,0,0,0,0,0,0,12.9,0,0,0,0
6943,12.9,4.54,6.57,-1.43,1.04,15.48,1,12.9,4.17,0,0,0,0,0,0,0,0,0,0,12.9,0,0,0,0
6946,35.75,-4.36,16.66,-4.36,1.039,42.9,1,35.75,9.31,0,0,0,0,0,0,0,0,0,0,35.75,0,0,0,0
6946,35.75,-4.36,16.66,-4.36,1.039,42.9,1,35.75,5.33,0,0,0,0,0,0,0,0,0,0,35.75,0,0,0,0
6949,0,0,0.46,-0.1,1.04,1.08,0,0.9,0.15,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0
6949,0,0,0.46,-0.1,1.04,1.08,0,0.9,0.25,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0
6950,0,0,0.46,-0.1,1.04,1.08,0,0.9,0.44,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0
6950,0,0,0.46,-0.1,1.04,1.08,0,0.9,0.17,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0
6954,53.33,-6.51,24.85,-6.51,1.026,64,1,53.33,20.51,0,0,0,0,0,0,0,0,0,0,53.3333,0,0,0,0
